location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Valdivia,Valdivia,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm10,22.51,µg/m³,-39.831316104673,-73.22851282209,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Cerrillos,Cerrillos,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm25,31,µg/m³,-33.492848789461,-70.719440279762,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
ENAP Price,Hualpén,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,so2,30.22,µg/m³,-36.791231,-73.119152,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Museo Ferroviario,Temuco,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm10,9.03,µg/m³,-38.725302444781,-72.571192550926,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Cerrillos,Cerrillos,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm10,30.5,µg/m³,-33.492848789461,-70.719440279762,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Quilicura,Quilicura,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm10,15.5,µg/m³,-33.365775677885,-70.748288055225,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Padre Las Casas II,Padre las Casas,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm25,5.425,µg/m³,-38.764767451719,-72.598795682209,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Puren,Chillán,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm25,5.278,µg/m³,-36.616167751711,-72.093040558483,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sub Secretaría del Medio Ambiente""}]"
Osorno,Osorno,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm25,7.237,µg/m³,-40.584478665958,-73.11871982209,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Pudahuel,Pudahuel,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm25,0,µg/m³,-33.437811379126,-70.750171233135,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Quilicura,Quilicura,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm25,13,µg/m³,-33.365775677885,-70.748288055225,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Las Encinas Temuco,Temuco,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm10,12.26,µg/m³,-38.74869912298,-72.620788228172,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Punta Arenas,Punta Arenas,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm25,1,µg/m³,-53.158295492238,-70.921497482453,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Puente Alto,Puente Alto,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm10,2.5,µg/m³,-33.591390623022,-70.594788,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Padre Las Casas II,Padre las Casas,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm10,9.16,µg/m³,-38.764767451719,-72.598795682209,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Arica,Arica,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm25,12.21,µg/m³,-18.483427991456,-70.290550727043,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Las Condes,Las Condes,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm10,3.5,µg/m³,-33.37677352033,-70.523326784061,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Talagante,Talagante,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm25,26.7,µg/m³,-33.673752071375,-70.953064737434,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Concón,Concón,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,no2,27.66,µg/m³,-32.924568,-71.515399,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Concón,Concón,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,o3,56.91,µg/m³,-32.924568,-71.515399,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Junta de Vecinos,Concón,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,so2,12.95,µg/m³,-32.935167,-71.52577,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Concón,Concón,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,so2,444.7,µg/m³,-32.924568,-71.515399,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Concón,Concón,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,co,351.7,µg/m³,-32.924568,-71.515399,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Las Condes,Las Condes,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm25,3,µg/m³,-33.37677352033,-70.523326784061,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Viña del Mar,Viña del Mar,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm10,43.75,µg/m³,-33.020419817382,-71.550092842922,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
La Serena,Coquimbo,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm25,1,µg/m³,-29.933006518748,-71.261966365967,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Viña del Mar,Viña del Mar,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm25,43.75,µg/m³,-33.020419817382,-71.550092842922,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Progreso,Cabrero,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,co,585.4,µg/m³,-37.068142,-72.289451,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AESGENER S.A""}]"
Progreso,Cabrero,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,so2,6.118,µg/m³,-37.068142,-72.289451,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AESGENER S.A""}]"
Progreso,Cabrero,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,o3,31.28,µg/m³,-37.068142,-72.289451,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AESGENER S.A""}]"
Colegio Pedro Vergara Keller,Calama,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm25,9.415,µg/m³,-22.44283906304,-68.932546346863,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Complejo Deportivo 23 de Marzo,Calama,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm10,14.55,µg/m³,-22.460270722943,-68.937706917007,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Estación Centro,Calama,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,o3,60.23,µg/m³,-22.462144644634,-68.92806169339,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Complejo Deportivo 23 de Marzo,Calama,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm25,0.06725,µg/m³,-22.460270722943,-68.937706917007,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Estación Centro,Calama,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm25,6.572,µg/m³,-22.462144644634,-68.92806169339,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Progreso,Cabrero,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm10,4.954,µg/m³,-37.068142,-72.289451,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AESGENER S.A""}]"
Chiu Chiu,Calama,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,so2,3.108,µg/m³,-22.342264,-68.650897,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Estación Centro,Calama,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,so2,0.7934,µg/m³,-22.462144644634,-68.92806169339,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Colegio Pedro Vergara Keller,Calama,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm10,26.46,µg/m³,-22.44283906304,-68.932546346863,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Estación Centro,Calama,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm10,17.6,µg/m³,-22.462144644634,-68.92806169339,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Estación Centro,Calama,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,co,105.1,µg/m³,-22.462144644634,-68.92806169339,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Coya Población,Machalí,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,so2,0,µg/m³,-34.203524,-70.529854,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División El Teniente, Superintendencia Ingeniería Fundición""}]"
La Greda,Puchuncaví,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm10,40.19,µg/m³,-32.748154,-71.474204,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Puchuncaví,Puchuncaví,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,no2,6.865,µg/m³,-32.718589,-71.407282,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
La Greda,Puchuncaví,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,so2,2.992,µg/m³,-32.748154,-71.474204,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Sur,Quintero,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,o3,29.56,µg/m³,-32.800981,-71.483371,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Ventanas""}]"
Ventanas,Ventanas,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,o3,25,µg/m³,-32.77898790221,-71.373031276855,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Los Maitenes,Puchuncaví,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm10,4.542,µg/m³,-32.764139,-71.454494,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Puchuncaví,Puchuncaví,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,o3,8.405,µg/m³,-32.718589,-71.407282,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Los Maitenes,Puchuncaví,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,so2,4.841,µg/m³,-32.764139,-71.454494,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Ventanas,Ventanas,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,so2,6.118,µg/m³,-32.77898790221,-71.373031276855,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
La Greda,Puchuncaví,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,o3,6.547,µg/m³,-32.748154,-71.474204,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Puchuncaví,Puchuncaví,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,so2,8.772,µg/m³,-32.718589,-71.407282,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Ventanas,Ventanas,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm25,4.2,µg/m³,-32.77898790221,-71.373031276855,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Los Maitenes,Puchuncaví,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,o3,42.82,µg/m³,-32.764139,-71.454494,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Sur,Quintero,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,no2,10.58,µg/m³,-32.800981,-71.483371,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Ventanas""}]"
La Greda,Puchuncaví,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,no2,17.39,µg/m³,-32.748154,-71.474204,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Sur,Quintero,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm10,12.84,µg/m³,-32.800981,-71.483371,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Ventanas""}]"
Ventanas,Ventanas,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,pm10,7.593,µg/m³,-32.77898790221,-71.373031276855,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Los Maitenes,Puchuncaví,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,no2,8.299,µg/m³,-32.764139,-71.454494,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Sur,Quintero,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,so2,1.312,µg/m³,-32.800981,-71.483371,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Ventanas""}]"
Los Maitenes,Puchuncaví,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,co,286.1,µg/m³,-32.764139,-71.454494,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Sur,Quintero,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,co,324.6,µg/m³,-32.800981,-71.483371,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Ventanas""}]"
Ventanas,Ventanas,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,no2,12.64,µg/m³,-32.77898790221,-71.373031276855,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Quintero,Quintero,CL,2015-09-25T04:00:00.000Z,2015-09-25T01:00:00-03:00,so2,3.495,µg/m³,-32.78786,-71.527718,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Ventanas""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,pm10,34,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,o3,39,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,o3,5,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,pm10,30,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,so2,10,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,so2,3,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,pm10,85,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,so2,2,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,no2,57,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,pm10,48,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,pm25,28,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,no2,22,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,pm10,78,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,no2,65,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,co,475,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,so2,5,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,co,1113,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,co,538,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,pm25,21,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-25T04:15:00.000Z,2015-09-25T13:15:00+09:00,co,513,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Punjabi Bagh,Delhi,IN,2015-09-25T04:20:00.000Z,2015-09-25T09:50:00+05:30,pm25,67,µg/m³,28.6683,77.1167,
Punjabi Bagh,Delhi,IN,2015-09-25T04:20:00.000Z,2015-09-25T09:50:00+05:30,no2,19,µg/m³,28.6683,77.1167,
Punjabi Bagh,Delhi,IN,2015-09-25T04:20:00.000Z,2015-09-25T09:50:00+05:30,pm10,171,µg/m³,28.6683,77.1167,
Punjabi Bagh,Delhi,IN,2015-09-25T04:20:00.000Z,2015-09-25T09:50:00+05:30,o3,52.7,µg/m³,28.6683,77.1167,
Mandir Marg,Delhi,IN,2015-09-25T04:20:00.000Z,2015-09-25T09:50:00+05:30,no2,9,µg/m³,28.6341,77.2005,
Mandir Marg,Delhi,IN,2015-09-25T04:20:00.000Z,2015-09-25T09:50:00+05:30,pm10,100,µg/m³,28.6341,77.2005,
RK Puram,Delhi,IN,2015-09-25T04:20:00.000Z,2015-09-25T09:50:00+05:30,pm10,153,µg/m³,28.5648,77.1744,
RK Puram,Delhi,IN,2015-09-25T04:20:00.000Z,2015-09-25T09:50:00+05:30,o3,36.5,µg/m³,28.5648,77.1744,
Mandir Marg,Delhi,IN,2015-09-25T04:20:00.000Z,2015-09-25T09:50:00+05:30,pm25,7,µg/m³,28.6341,77.2005,
RK Puram,Delhi,IN,2015-09-25T04:20:00.000Z,2015-09-25T09:50:00+05:30,pm25,26,µg/m³,28.5648,77.1744,
RK Puram,Delhi,IN,2015-09-25T04:20:00.000Z,2015-09-25T09:50:00+05:30,no2,24.2,µg/m³,28.5648,77.1744,
Mandir Marg,Delhi,IN,2015-09-25T04:20:00.000Z,2015-09-25T09:50:00+05:30,o3,25.3,µg/m³,28.6341,77.2005,
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T04:30:00.000Z,2015-09-25T13:30:00+09:00,co,950,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T04:30:00.000Z,2015-09-25T13:30:00+09:00,pm25,28,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
